자전거번호,등록일시,고장구분
SPB-08541,2018-03-13,기타 
SPB-08561,2018-03-13,단말기
SPB-09209,2018-03-13,단말기
SPB-10569,2018-03-13,단말기
SPB-13558,2018-03-14,체인
SPB-10435,2018-03-14,기타 
SPB-10215,2018-03-14,타이어 
SPB-04217,2018-03-14,체인
SPB-04217,2018-03-14,기타 
SPB-01690,2018-03-14,타이어 
SPB-08247,2018-03-14,단말기
SPB-08247,2018-03-14,기타 
SPB-09057,2018-03-14,기타 
SPB-11584,2018-03-14,기타 
SPB-04789,2018-03-14,타이어 
SPB-05050,2018-03-14,단말기
SPB-09956,2018-03-14,기타 
SPB-11587,2018-03-14,타이어 
SPB-02368,2018-03-14,체인
SPB-05848,2018-03-14,기타 
SPB-08965,2018-03-14,안장
SPB-06300,2018-03-14,타이어 
SPB-02844,2018-03-14,체인
SPB-11160,2018-03-14,기타 
SPB-04451,2018-03-14,안장
SPB-08822,2018-03-14,안장
SPB-09517,2018-03-14,단말기
SPB-09517,2018-03-14,기타 
SPB-03455,2018-03-14,안장
SPB-06447,2018-03-14,체인
SPB-08100,2018-03-14,안장
SPB-08100,2018-03-14,기타 
SPB-02328,2018-03-14,단말기
SPB-09598,2018-03-14,기타 
SPB-12515,2018-03-14,안장
SPB-09542,2018-03-14,체인
SPB-09598,2018-03-14,기타 
SPB-06570,2018-03-14,기타 
SPB-11205,2018-03-14,타이어 
SPB-11429,2018-03-14,안장
SPB-09649,2018-03-14,단말기
SPB-05251,2018-03-14,기타 
SPB-01260,2018-03-14,타이어 
SPB-11695,2018-03-14,타이어 
SPB-00672,2018-03-14,단말기
SPB-08637,2018-03-14,단말기
SPB-13118,2018-03-14,안장
SPB-05547,2018-03-14,체인
SPB-11654,2018-03-14,기타 
SPB-05641,2018-03-14,안장
SPB-08634,2018-03-14,타이어 
SPB-12042,2018-03-14,단말기
SPB-07551,2018-03-15,타이어 
SPB-07551,2018-03-15,기타 
SPB-01221,2018-03-15,안장
SPB-02028,2018-03-15,단말기
SPB-13380,2018-03-15,페달
SPB-03165,2018-03-15,페달
SPB-07765,2018-03-15,단말기
SPB-07765,2018-03-15,기타 
SPB-06667,2018-03-15,타이어 
SPB-12206,2018-03-15,기타 
SPB-01729,2018-03-15,체인
SPB-12114,2018-03-15,타이어 
SPB-12114,2018-03-15,기타 
SPB-11169,2018-03-15,단말기
SPB-03783,2018-03-15,기타 
SPB-02402,2018-03-15,체인
SPB-03876,2018-03-15,체인
SPB-03876,2018-03-15,기타 
SPB-02861,2018-03-15,체인
SPB-03372,2018-03-15,안장
SPB-00466,2018-03-15,페달
SPB-08555,2018-03-15,체인
SPB-09598,2018-03-15,기타 
SPB-09542,2018-03-15,체인
SPB-05662,2018-03-15,기타 
SPB-00707,2018-03-15,단말기
SPB-00707,2018-03-15,기타 
SPB-09141,2018-03-15,기타 
SPB-05939,2018-03-15,체인
SPB-07309,2018-03-15,안장
SPB-12068,2018-03-15,타이어 
SPB-08025,2018-03-15,체인
SPB-08561,2018-03-16,단말기
SPB-08561,2018-03-16,기타 
SPB-11922,2018-03-16,기타 
SPB-00961,2018-03-16,안장
SPB-09861,2018-03-16,단말기
SPB-00527,2018-03-16,타이어 
SPB-06384,2018-03-16,기타 
SPB-05253,2018-03-16,안장
SPB-06438,2018-03-16,기타 
SPB-10068,2018-03-16,안장
SPB-08294,2018-03-16,단말기
SPB-06085,2018-03-16,기타 
SPB-05682,2018-03-16,기타 
SPB-05244,2018-03-16,기타 
SPB-10415,2018-03-16,타이어 
SPB-03503,2018-03-16,체인
SPB-03503,2018-03-16,기타 
SPB-11763,2018-03-16,안장
SPB-06015,2018-03-16,안장
SPB-09558,2018-03-16,단말기
SPB-00031,2018-03-16,안장
SPB-03428,2018-03-16,기타 
SPB-11216,2018-03-16,타이어 
SPB-09036,2018-03-16,기타 
SPB-03384,2018-03-16,타이어 
SPB-07900,2018-03-16,단말기
SPB-09321,2018-03-16,단말기
SPB-09321,2018-03-16,기타 
SPB-06035,2018-03-16,타이어 
SPB-03165,2018-03-16,기타 
SPB-12620,2018-03-16,안장
SPB-12620,2018-03-16,페달
SPB-08689,2018-03-16,타이어 
SPB-09953,2018-03-16,기타 
SPB-06784,2018-03-16,기타 
SPB-00475,2018-03-16,단말기
SPB-00475,2018-03-16,기타 
SPB-09056,2018-03-16,기타 
SPB-05619,2018-03-16,체인
SPB-05619,2018-03-16,안장
SPB-01205,2018-03-16,타이어 
SPB-08159,2018-03-17,단말기
SPB-12678,2018-03-17,타이어 
SPB-09566,2018-03-17,단말기
SPB-08925,2018-03-17,단말기
SPB-08801,2018-03-17,체인
SPB-13302,2018-03-17,단말기
SPB-06771,2018-03-17,기타 
SPB-13044,2018-03-17,기타 
SPB-09598,2018-03-17,기타 
SPB-14898,2018-03-17,타이어 
SPB-10410,2018-03-17,단말기
SPB-09124,2018-03-17,단말기
SPB-11287,2018-03-17,단말기
SPB-12615,2018-03-17,타이어 
SPB-12615,2018-03-17,기타 
SPB-08673,2018-03-17,단말기
SPB-08696,2018-03-17,단말기
SPB-05761,2018-03-17,기타 
SPB-08729,2018-03-17,안장
SPB-10931,2018-03-17,안장
SPB-10188,2018-03-17,타이어 
SPB-05820,2018-03-17,타이어 
SPB-07572,2018-03-17,타이어 
SPB-09149,2018-03-17,단말기
SPB-07872,2018-03-17,단말기
SPB-00146,2018-03-17,타이어 
SPB-09671,2018-03-17,안장
SPB-13539,2018-03-17,단말기
SPB-13539,2018-03-17,기타 
SPB-05575,2018-03-17,안장
SPB-11232,2018-03-17,안장
SPB-10229,2018-03-17,단말기
SPB-02364,2018-03-17,타이어 
SPB-03401,2018-03-17,체인
SPB-03576,2018-03-17,안장
SPB-05043,2018-03-17,단말기
SPB-02028,2018-03-17,타이어 
SPB-04001,2018-03-17,타이어 
SPB-00381,2018-03-17,기타 
SPB-04696,2018-03-17,기타 
SPB-07712,2018-03-17,기타 
SPB-11230,2018-03-17,체인
SPB-05062,2018-03-18,안장
SPB-14853,2018-03-18,타이어 
SPB-12519,2018-03-18,기타 
SPB-02033,2018-03-18,단말기
SPB-13403,2018-03-18,타이어 
SPB-08192,2018-03-18,타이어 
SPB-08295,2018-03-18,체인
SPB-03057,2018-03-18,타이어 
SPB-03822,2018-03-18,타이어 
SPB-11722,2018-03-18,기타 
SPB-01992,2018-03-18,안장
SPB-01992,2018-03-18,기타 
SPB-01879,2018-03-18,단말기
SPB-01487,2018-03-18,체인
SPB-03525,2018-03-18,타이어 
SPB-11266,2018-03-18,안장
SPB-16007,2018-03-18,기타 
SPB-12200,2018-03-18,기타 
SPB-11293,2018-03-18,기타 
SPB-06673,2018-03-19,기타 
SPB-09142,2018-03-19,기타 
SPB-09724,2018-03-19,타이어 
SPB-09724,2018-03-19,기타 
SPB-13500,2018-03-19,기타 
SPB-09144,2018-03-19,기타 
SPB-13702,2018-03-19,타이어 
SPB-06325,2018-03-19,안장
SPB-02884,2018-03-19,체인
SPB-09810,2018-03-19,단말기
SPB-09810,2018-03-19,기타 
SPB-08506,2018-03-19,단말기
SPB-08506,2018-03-19,기타 
SPB-03704,2018-03-20,타이어 
SPB-03704,2018-03-20,기타 
SPB-01062,2018-03-20,안장
SPB-09452,2018-03-20,단말기
SPB-06228,2018-03-20,기타 
SPB-09673,2018-03-20,기타 
SPB-10639,2018-03-20,단말기
SPB-05627,2018-03-20,타이어 
SPB-01733,2018-03-20,타이어 
SPB-04768,2018-03-20,기타 
SPB-06533,2018-03-20,기타 
SPB-06770,2018-03-20,체인
SPB-06770,2018-03-20,페달
SPB-11642,2018-03-20,체인
SPB-11642,2018-03-20,기타 
SPB-11246,2018-03-20,기타 
SPB-05100,2018-03-20,체인
SPB-05100,2018-03-20,기타 
SPB-06192,2018-03-20,체인
SPB-02021,2018-03-20,체인
SPB-02021,2018-03-20,페달
SPB-05854,2018-03-20,체인
SPB-05854,2018-03-20,기타 
SPB-05034,2018-03-20,체인
SPB-09117,2018-03-20,단말기
SPB-10532,2018-03-21,기타 
SPB-07705,2018-03-21,단말기
SPB-09681,2018-03-21,단말기
SPB-11031,2018-03-21,기타 
SPB-04310,2018-03-21,안장
SPB-04556,2018-03-21,기타 
SPB-04374,2018-03-21,체인
SPB-08319,2018-03-21,기타 
SPB-01348,2018-03-21,타이어 
SPB-13119,2018-03-21,단말기
SPB-14832,2018-03-21,단말기
SPB-13675,2018-03-21,타이어 
SPB-03832,2018-03-21,타이어 
SPB-09218,2018-03-21,체인
SPB-09218,2018-03-21,기타 
SPB-10467,2018-03-22,단말기
SPB-06210,2018-03-22,타이어 
SPB-09136,2018-03-22,기타 
SPB-03713,2018-03-22,타이어 
SPB-13333,2018-03-22,기타 
SPB-01718,2018-03-22,체인
SPB-10389,2018-03-22,단말기
SPB-00261,2018-03-22,체인
SPB-04473,2018-03-22,타이어 
SPB-10975,2018-03-22,타이어 
SPB-10275,2018-03-22,기타 
SPB-16002,2018-03-22,타이어 
SPB-06775,2018-03-22,기타 
SPB-02586,2018-03-22,안장
SPB-13120,2018-03-22,기타 
SPB-05562,2018-03-22,기타 
SPB-11509,2018-03-22,타이어 
SPB-10830,2018-03-22,타이어 
SPB-00584,2018-03-22,타이어 
SPB-09056,2018-03-22,단말기
SPB-05960,2018-03-22,기타 
SPB-02458,2018-03-22,기타 
SPB-12721,2018-03-22,안장
SPB-10751,2018-03-22,기타 
SPB-15829,2018-03-22,체인
SPB-13656,2018-03-22,기타 
SPB-08434,2018-03-22,단말기
SPB-03241,2018-03-22,단말기
SPB-03241,2018-03-22,기타 
SPB-13406,2018-03-22,단말기
SPB-13406,2018-03-22,기타 
SPB-12916,2018-03-22,단말기
SPB-12916,2018-03-22,기타 
SPB-00852,2018-03-22,타이어 
SPB-00852,2018-03-22,기타 
SPB-13656,2018-03-22,기타 
SPB-09336,2018-03-22,기타 
SPB-05895,2018-03-22,안장
SPB-00245,2018-03-23,타이어 
SPB-09673,2018-03-23,단말기
SPB-07842,2018-03-23,기타 
SPB-10245,2018-03-23,페달
SPB-04501,2018-03-23,기타 
SPB-13068,2018-03-23,기타 
SPB-11113,2018-03-23,기타 
SPB-05446,2018-03-23,기타 
SPB-09437,2018-03-23,단말기
SPB-02426,2018-03-23,안장
SPB-08723,2018-03-23,단말기
SPB-08723,2018-03-23,기타 
SPB-10690,2018-03-23,타이어 
SPB-07636,2018-03-23,단말기
SPB-09317,2018-03-23,단말기
SPB-08536,2018-03-23,기타 
SPB-01595,2018-03-23,안장
SPB-01906,2018-03-23,체인
SPB-01906,2018-03-23,페달
SPB-03519,2018-03-23,안장
SPB-09251,2018-03-23,타이어 
SPB-02513,2018-03-23,기타 
SPB-12472,2018-03-23,기타 
SPB-12223,2018-03-23,타이어 
SPB-11550,2018-03-23,안장
SPB-15745,2018-03-23,타이어 
SPB-00031,2018-03-23,기타 
SPB-02490,2018-03-23,체인
SPB-01899,2018-03-23,체인
SPB-13630,2018-03-23,기타 
SPB-14706,2018-03-23,단말기
SPB-15450,2018-03-23,타이어 
SPB-08943,2018-03-23,단말기
SPB-05594,2018-03-23,기타 
SPB-11717,2018-03-24,기타 
SPB-11647,2018-03-24,타이어 
SPB-04737,2018-03-24,기타 
SPB-05579,2018-03-24,타이어 
SPB-05677,2018-03-24,안장
SPB-08617,2018-03-24,단말기
SPB-08243,2018-03-24,페달
SPB-01123,2018-03-24,기타 
SPB-06299,2018-03-24,기타 
SPB-11593,2018-03-24,기타 
SPB-02988,2018-03-24,타이어 
SPB-01671,2018-03-24,기타 
SPB-12975,2018-03-24,타이어 
SPB-10437,2018-03-24,타이어 
SPB-07902,2018-03-24,기타 
SPB-12176,2018-03-24,단말기
SPB-11539,2018-03-24,단말기
SPB-11539,2018-03-24,기타 
SPB-07902,2018-03-24,기타 
SPB-03355,2018-03-25,기타 
SPB-11651,2018-03-25,타이어 
SPB-05557,2018-03-25,기타 
SPB-09094,2018-03-25,안장
SPB-09094,2018-03-25,기타 
SPB-04601,2018-03-25,안장
SPB-00804,2018-03-25,타이어 
SPB-07749,2018-03-25,단말기
SPB-00464,2018-03-25,단말기
SPB-11919,2018-03-25,기타 
SPB-02105,2018-03-25,체인
SPB-08881,2018-03-25,안장
SPB-06284,2018-03-25,체인
SPB-12223,2018-03-25,타이어 
SPB-11330,2018-03-25,단말기
SPB-11330,2018-03-25,기타 
SPB-05957,2018-03-25,단말기
SPB-02688,2018-03-25,타이어 
SPB-11484,2018-03-25,안장
SPB-05928,2018-03-25,안장
SPB-02727,2018-03-25,안장
SPB-02727,2018-03-25,기타 
SPB-04419,2018-03-25,단말기
SPB-01843,2018-03-25,기타 
SPB-11495,2018-03-26,단말기
SPB-04338,2018-03-26,타이어 
SPB-11441,2018-03-26,단말기
SPB-15789,2018-03-26,타이어 
SPB-15789,2018-03-26,기타 
SPB-12778,2018-03-26,기타 
SPB-08121,2018-03-26,기타 
SPB-12010,2018-03-26,체인
SPB-12010,2018-03-26,기타 
SPB-01506,2018-03-26,단말기
SPB-13184,2018-03-26,안장
SPB-06373,2018-03-26,기타 
SPB-06771,2018-03-26,기타 
SPB-10264,2018-03-26,단말기
SPB-02753,2018-03-26,기타 
SPB-06750,2018-03-26,체인
SPB-06750,2018-03-26,기타 
SPB-04517,2018-03-26,기타 
SPB-12409,2018-03-26,체인
SPB-12624,2018-03-26,기타 
SPB-02082,2018-03-26,단말기
SPB-11541,2018-03-26,단말기
SPB-11950,2018-03-26,기타 
SPB-14811,2018-03-26,기타 
SPB-05343,2018-03-26,안장
SPB-05343,2018-03-26,기타 
SPB-04246,2018-03-26,체인
SPB-05900,2018-03-26,안장
SPB-08881,2018-03-26,안장
SPB-04221,2018-03-26,기타 
SPB-15506,2018-03-26,타이어 
SPB-05277,2018-03-26,안장
SPB-09060,2018-03-26,타이어 
SPB-09060,2018-03-26,안장
SPB-01054,2018-03-26,단말기
SPB-09185,2018-03-27,체인
SPB-00261,2018-03-27,체인
SPB-09212,2018-03-27,타이어 
SPB-02614,2018-03-27,타이어 
SPB-08433,2018-03-27,단말기
SPB-12413,2018-03-27,페달
SPB-09757,2018-03-27,타이어 
SPB-02687,2018-03-27,체인
SPB-06638,2018-03-27,기타 
SPB-04114,2018-03-27,체인
SPB-07832,2018-03-27,기타 
SPB-07849,2018-03-27,페달
SPB-04578,2018-03-27,기타 
SPB-15212,2018-03-27,타이어 
SPB-03074,2018-03-27,안장
SPB-05697,2018-03-27,체인
SPB-12364,2018-03-27,안장
SPB-12364,2018-03-27,기타 
SPB-11454,2018-03-27,단말기
SPB-01219,2018-03-27,단말기
SPB-13298,2018-03-27,단말기
SPB-12223,2018-03-27,타이어 
SPB-02172,2018-03-27,체인
SPB-05412,2018-03-27,타이어 
SPB-11517,2018-03-27,타이어 
SPB-07568,2018-03-28,단말기
SPB-10975,2018-03-28,타이어 
SPB-13385,2018-03-28,타이어 
SPB-10805,2018-03-28,타이어 
SPB-05010,2018-03-28,체인
SPB-06075,2018-03-28,단말기
SPB-05245,2018-03-28,기타 
SPB-10868,2018-03-28,단말기
SPB-12745,2018-03-28,기타 
SPB-04091,2018-03-28,기타 
SPB-03572,2018-03-28,기타 
SPB-13289,2018-03-28,타이어 
SPB-06398,2018-03-28,타이어 
SPB-07902,2018-03-28,단말기
SPB-07609,2018-03-28,타이어 
SPB-13683,2018-03-28,단말기
SPB-03261,2018-03-28,안장
SPB-05247,2018-03-28,기타 
SPB-15874,2018-03-28,기타 
SPB-07609,2018-03-28,타이어 
SPB-05992,2018-03-28,기타 
SPB-12620,2018-03-28,체인
SPB-12620,2018-03-28,페달
SPB-09538,2018-03-28,단말기
SPB-00192,2018-03-28,기타 
SPB-06707,2018-03-28,타이어 
SPB-01614,2018-03-28,타이어 
SPB-07416,2018-03-28,단말기
SPB-05205,2018-03-28,기타 
SPB-01968,2018-03-28,안장
SPB-01968,2018-03-28,기타 
SPB-07704,2018-03-28,안장
SPB-07704,2018-03-28,기타 
SPB-05075,2018-03-28,단말기
SPB-05075,2018-03-28,기타 
SPB-04207,2018-03-28,안장
SPB-15553,2018-03-28,기타 
SPB-00938,2018-03-28,기타 
SPB-12303,2018-03-28,안장
SPB-10987,2018-03-28,기타 
SPB-06363,2018-03-28,안장
SPB-02668,2018-03-28,기타 
SPB-05258,2018-03-28,기타 
SPB-11107,2018-03-28,타이어 
SPB-05666,2018-03-29,기타 
SPB-08318,2018-03-29,단말기
SPB-15182,2018-03-29,타이어 
SPB-12854,2018-03-29,타이어 
SPB-15807,2018-03-29,단말기
SPB-09820,2018-03-29,기타 
SPB-07821,2018-03-29,기타 
SPB-09032,2018-03-29,체인
SPB-01754,2018-03-29,타이어 
SPB-00972,2018-03-29,안장
SPB-02752,2018-03-29,기타 
SPB-07529,2018-03-29,타이어 
SPB-14888,2018-03-29,타이어 
SPB-05666,2018-03-29,기타 
SPB-06379,2018-03-29,기타 
SPB-05666,2018-03-29,기타 
SPB-04729,2018-03-29,체인
SPB-16048,2018-03-29,기타 
SPB-00369,2018-03-29,기타 
SPB-06604,2018-03-29,안장
SPB-02194,2018-03-29,타이어 
SPB-02194,2018-03-29,체인
SPB-02194,2018-03-29,안장
SPB-02194,2018-03-29,페달
SPB-02194,2018-03-29,단말기
SPB-02194,2018-03-29,기타 
SPB-11231,2018-03-29,체인
SPB-11231,2018-03-29,기타 
SPB-15683,2018-03-29,기타 
SPB-12766,2018-03-29,단말기
SPB-00173,2018-03-29,타이어 
SPB-02630,2018-03-29,타이어 
SPB-01416,2018-03-29,기타 
SPB-12851,2018-03-29,타이어 
SPB-02196,2018-03-29,타이어 
SPB-09924,2018-03-29,체인
SPB-12198,2018-03-29,단말기
SPB-00594,2018-03-29,기타 
SPB-04784,2018-03-29,체인
SPB-07478,2018-03-29,타이어 
SPB-05075,2018-03-29,단말기
SPB-07369,2018-03-29,기타 
SPB-08025,2018-03-29,타이어 
SPB-08025,2018-03-29,기타 
SPB-11839,2018-03-29,안장
SPB-09519,2018-03-30,단말기
SPB-01517,2018-03-30,단말기
SPB-10139,2018-03-30,안장
SPB-02961,2018-03-30,단말기
SPB-10604,2018-03-30,단말기
SPB-02515,2018-03-30,단말기
SPB-06262,2018-03-30,안장
SPB-05666,2018-03-30,기타 
SPB-15617,2018-03-30,안장
SPB-06004,2018-03-30,타이어 
SPB-03132,2018-03-30,기타 
SPB-10360,2018-03-30,기타 
SPB-09747,2018-03-30,타이어 
SPB-09747,2018-03-30,기타 
SPB-15626,2018-03-30,단말기
SPB-05666,2018-03-30,기타 
SPB-14832,2018-03-30,단말기
SPB-01094,2018-03-30,안장
SPB-07661,2018-03-30,안장
SPB-13163,2018-03-30,안장
SPB-03733,2018-03-30,체인
SPB-06305,2018-03-30,기타 
SPB-02238,2018-03-30,안장
SPB-05760,2018-03-30,기타 
SPB-05460,2018-03-30,기타 
SPB-11942,2018-03-30,기타 
SPB-11168,2018-03-30,타이어 
SPB-13601,2018-03-30,안장
SPB-09723,2018-03-30,안장
SPB-11191,2018-03-30,페달
SPB-03816,2018-03-30,체인
SPB-01519,2018-03-30,타이어 
SPB-08406,2018-03-30,단말기
SPB-02824,2018-03-30,타이어 
SPB-04784,2018-03-30,체인
SPB-01943,2018-03-30,체인
SPB-01943,2018-03-30,기타 
SPB-09582,2018-03-30,단말기
SPB-02428,2018-03-30,타이어 
SPB-06075,2018-03-30,기타 
SPB-11198,2018-03-30,타이어 
SPB-11145,2018-03-30,타이어 
SPB-00564,2018-03-30,기타 
SPB-00661,2018-03-31,단말기
SPB-11540,2018-03-31,타이어 
SPB-03572,2018-03-31,체인
SPB-03572,2018-03-31,기타 
SPB-01382,2018-03-31,기타 
SPB-08837,2018-03-31,기타 
SPB-04025,2018-03-31,타이어 
SPB-11487,2018-03-31,기타 
SPB-04191,2018-03-31,타이어 
SPB-07609,2018-03-31,타이어 
SPB-12882,2018-03-31,타이어 
SPB-05666,2018-03-31,기타 
SPB-05103,2018-03-31,체인
SPB-11870,2018-03-31,페달
SPB-11870,2018-03-31,기타 
SPB-08423,2018-03-31,타이어 
SPB-09338,2018-03-31,타이어 
SPB-08064,2018-03-31,단말기
SPB-09471,2018-03-31,체인
SPB-09471,2018-03-31,기타 
SPB-08805,2018-03-31,타이어 
SPB-11682,2018-03-31,기타 
SPB-15182,2018-03-31,타이어 
SPB-13175,2018-03-31,단말기
SPB-09306,2018-03-31,단말기
SPB-08214,2018-03-31,기타 
SPB-12260,2018-03-31,타이어 
SPB-04558,2018-03-31,타이어 
SPB-04558,2018-03-31,안장
SPB-13382,2018-03-31,타이어 
SPB-13382,2018-03-31,기타 
SPB-11743,2018-03-31,단말기
SPB-11743,2018-03-31,기타 
SPB-08748,2018-03-31,안장
SPB-06260,2018-03-31,페달
SPB-05136,2018-03-31,타이어 
SPB-12913,2018-03-31,단말기
SPB-12693,2018-03-31,단말기
SPB-08435,2018-03-31,안장
SPB-07480,2018-04-01,기타 
SPB-07763,2018-04-01,기타 
SPB-11091,2018-04-01,타이어 
SPB-03706,2018-04-01,단말기
SPB-03706,2018-04-01,기타 
SPB-09583,2018-04-01,단말기
SPB-10115,2018-04-01,안장
SPB-13109,2018-04-01,체인
SPB-04998,2018-04-01,체인
SPB-04998,2018-04-01,기타 
SPB-12578,2018-04-01,단말기
SPB-04200,2018-04-01,기타 
SPB-12028,2018-04-01,기타 
SPB-03589,2018-04-01,페달
SPB-01517,2018-04-01,기타 
SPB-02525,2018-04-01,단말기
SPB-10926,2018-04-01,단말기
SPB-10926,2018-04-01,기타 
SPB-07851,2018-04-01,기타 
SPB-06282,2018-04-01,기타 
SPB-15321,2018-04-01,단말기
SPB-13340,2018-04-01,타이어 
SPB-03606,2018-04-01,단말기
SPB-10905,2018-04-01,타이어 
SPB-08259,2018-04-01,기타 
SPB-14983,2018-04-01,타이어 
SPB-12884,2018-04-01,페달
SPB-12884,2018-04-01,기타 
SPB-02321,2018-04-01,타이어 
SPB-02310,2018-04-01,단말기
SPB-08441,2018-04-01,체인
SPB-10815,2018-04-01,타이어 
SPB-02875,2018-04-01,타이어 
SPB-05735,2018-04-01,체인
SPB-06790,2018-04-01,기타 
SPB-06006,2018-04-01,안장
SPB-12947,2018-04-01,타이어 
SPB-14982,2018-04-01,기타 
SPB-06329,2018-04-01,페달
SPB-09881,2018-04-01,기타 
SPB-02919,2018-04-01,단말기
SPB-02919,2018-04-01,기타 
SPB-15034,2018-04-01,기타 
SPB-07365,2018-04-01,체인
SPB-07365,2018-04-01,기타 
SPB-00791,2018-04-01,기타 
SPB-09922,2018-04-01,기타 
SPB-04344,2018-04-02,타이어 
SPB-15486,2018-04-02,타이어 
SPB-05221,2018-04-02,체인
SPB-09196,2018-04-02,단말기
SPB-12183,2018-04-02,체인
SPB-15715,2018-04-02,기타 
SPB-07890,2018-04-02,안장
SPB-08036,2018-04-02,기타 
SPB-13099,2018-04-02,단말기
SPB-05269,2018-04-02,체인
SPB-15468,2018-04-02,기타 
SPB-12245,2018-04-02,안장
SPB-02721,2018-04-02,단말기
SPB-13996,2018-04-02,기타 
SPB-04991,2018-04-02,타이어 
SPB-09950,2018-04-02,타이어 
SPB-09950,2018-04-02,페달
SPB-11882,2018-04-02,체인
SPB-11882,2018-04-02,페달
SPB-09377,2018-04-02,기타 
SPB-12316,2018-04-02,안장
SPB-07346,2018-04-02,단말기
SPB-09086,2018-04-02,단말기
SPB-05818,2018-04-02,체인
SPB-05818,2018-04-02,기타 
SPB-10243,2018-04-02,기타 
SPB-04969,2018-04-02,기타 
SPB-07748,2018-04-02,단말기
SPB-09771,2018-04-03,페달
SPB-14056,2018-04-03,타이어 
SPB-07490,2018-04-03,단말기
SPB-11969,2018-04-03,타이어 
SPB-16063,2018-04-03,타이어 
SPB-15849,2018-04-03,기타 
SPB-12340,2018-04-03,체인
SPB-08230,2018-04-03,단말기
SPB-05879,2018-04-03,체인
SPB-07962,2018-04-03,단말기
SPB-11183,2018-04-03,페달
SPB-03027,2018-04-03,타이어 
SPB-04282,2018-04-03,단말기
SPB-10086,2018-04-03,안장
SPB-07614,2018-04-03,안장
SPB-02228,2018-04-03,안장
SPB-06640,2018-04-03,안장
SPB-09564,2018-04-03,단말기
SPB-08060,2018-04-03,단말기
SPB-05215,2018-04-03,안장
SPB-12046,2018-04-03,타이어 
SPB-13112,2018-04-03,안장
SPB-09429,2018-04-03,타이어 
SPB-09287,2018-04-03,단말기
SPB-12996,2018-04-03,단말기
SPB-15719,2018-04-03,타이어 
SPB-09475,2018-04-03,타이어 
SPB-07715,2018-04-03,타이어 
SPB-08700,2018-04-03,단말기
SPB-07512,2018-04-03,체인
SPB-07512,2018-04-03,페달
SPB-12933,2018-04-03,안장
SPB-07557,2018-04-03,타이어 
SPB-13422,2018-04-03,단말기
SPB-12646,2018-04-03,기타 
SPB-07872,2018-04-03,단말기
SPB-07872,2018-04-03,기타 
SPB-06422,2018-04-03,기타 
SPB-08178,2018-04-03,타이어 
SPB-15290,2018-04-03,안장
SPB-10571,2018-04-03,타이어 
SPB-13324,2018-04-03,기타 
SPB-09090,2018-04-03,단말기
SPB-15869,2018-04-03,타이어 
SPB-01637,2018-04-03,기타 
SPB-10304,2018-04-03,단말기
SPB-10304,2018-04-03,기타 
SPB-15807,2018-04-03,단말기
SPB-12004,2018-04-03,타이어 
SPB-15274,2018-04-03,타이어 
SPB-09512,2018-04-03,단말기
SPB-12882,2018-04-03,타이어 
SPB-07563,2018-04-03,타이어 
SPB-04671,2018-04-03,기타 
SPB-00580,2018-04-03,단말기
SPB-00580,2018-04-03,기타 
SPB-13602,2018-04-03,타이어 
SPB-13602,2018-04-03,기타 
SPB-09304,2018-04-03,단말기
SPB-09970,2018-04-03,안장
SPB-04207,2018-04-03,안장
SPB-10275,2018-04-03,단말기
SPB-14188,2018-04-03,타이어 
SPB-05873,2018-04-03,단말기
SPB-07833,2018-04-03,안장
SPB-16089,2018-04-03,기타 
SPB-05502,2018-04-03,타이어 
SPB-05489,2018-04-03,기타 
SPB-01987,2018-04-03,타이어 
SPB-12617,2018-04-04,단말기
SPB-02502,2018-04-04,단말기
SPB-11931,2018-04-04,체인
SPB-01578,2018-04-04,타이어 
SPB-03022,2018-04-04,타이어 
