대여일자,대여건수,성별,연령대코드,신규가입자수
2018-03-09,,F,50~59,21
2018-03-09,,M,50~59,19
2018-03-09,,F,60~69,2
2018-03-09,,M,60~69,8
2018-03-09,,F,70~~,1
2018-03-09,,M,70~~,1
2018-03-09,13573,,,
2018-03-10,,F,~~19,26
2018-03-10,,M,~~19,18
2018-03-10,,F,20~29,312
2018-03-10,,M,20~29,239
2018-03-10,,F,30~39,104
2018-03-10,,M,30~39,118
2018-03-10,,F,40~49,56
2018-03-10,,M,40~49,77
2018-03-10,,F,50~59,30
2018-03-10,,M,50~59,33
2018-03-10,,F,60~69,5
2018-03-10,,M,60~69,4
2018-03-10,,F,70~~,2
2018-03-10,,M,70~~,2
2018-03-10,13324,,,
2018-03-11,,F,~~19,38
2018-03-11,,M,~~19,28
2018-03-11,,F,20~29,450
2018-03-11,,M,20~29,410
2018-03-11,,F,30~39,173
2018-03-11,,M,30~39,218
2018-03-11,,F,40~49,83
2018-03-11,,M,40~49,123
2018-03-11,,F,50~59,32
2018-03-11,,M,50~59,36
2018-03-11,,F,60~69,10
2018-03-11,,M,60~69,11
2018-03-11,,F,70~~,4
2018-03-11,,M,70~~,1
2018-03-11,15136,,,
2018-03-12,,F,~~19,13
2018-03-12,,M,~~19,8
2018-03-12,,F,20~29,257
2018-03-12,,M,20~29,205
2018-03-12,,F,30~39,75
2018-03-12,,M,30~39,97
2018-03-12,,F,40~49,33
2018-03-12,,M,40~49,57
2018-03-12,,F,50~59,19
2018-03-12,,M,50~59,34
2018-03-12,,F,60~69,7
2018-03-12,,M,60~69,5
2018-03-12,,F,70~~,1
2018-03-12,,M,70~~,1
2018-03-12,15913,,,
2018-03-13,,F,~~19,19
2018-03-13,,M,~~19,14
2018-03-13,,F,20~29,396
2018-03-13,,M,20~29,269
2018-03-13,,F,30~39,117
2018-03-13,,M,30~39,142
2018-03-13,,F,40~49,42
2018-03-13,,M,40~49,77
2018-03-13,,F,50~59,19
2018-03-13,,M,50~59,31
2018-03-13,,F,60~69,5
2018-03-13,,M,60~69,9
2018-03-13,,F,70~~,2
2018-03-13,,M,70~~,4
2018-03-13,19514,,,
2018-03-14,,F,~~19,42
2018-03-14,,M,~~19,23
2018-03-14,,F,20~29,676
2018-03-14,,M,20~29,445
2018-03-14,,F,30~39,174
2018-03-14,,M,30~39,185
2018-03-14,,F,40~49,74
2018-03-14,,M,40~49,92
2018-03-14,,F,50~59,21
2018-03-14,,M,50~59,40
2018-03-14,,F,60~69,4
2018-03-14,,M,60~69,11
2018-03-14,,F,70~~,3
2018-03-14,,M,70~~,3
2018-03-14,24911,,,
2018-03-15,,F,~~19,10
2018-03-15,,M,~~19,8
2018-03-15,,F,20~29,156
2018-03-15,,M,20~29,131
2018-03-15,,F,30~39,55
2018-03-15,,M,30~39,61
2018-03-15,,F,40~49,34
2018-03-15,,M,40~49,43
2018-03-15,,F,50~59,11
2018-03-15,,M,50~59,16
2018-03-15,,F,60~69,5
2018-03-15,,M,60~69,6
2018-03-15,,F,70~~,1
2018-03-15,,M,70~~,1
2018-03-15,7091,,,
2018-03-16,,F,~~19,30
2018-03-16,,M,~~19,15
2018-03-16,,F,20~29,388
2018-03-16,,M,20~29,266
2018-03-16,,F,30~39,119
2018-03-16,,M,30~39,133
2018-03-16,,F,40~49,46
2018-03-16,,M,40~49,75
2018-03-16,,F,50~59,14
2018-03-16,,M,50~59,48
2018-03-16,,F,60~69,4
2018-03-16,,M,60~69,5
2018-03-16,,F,70~~,1
2018-03-16,,M,70~~,2
2018-03-16,18415,,,
2018-03-17,,F,~~19,55
2018-03-17,,M,~~19,32
2018-03-17,,F,20~29,686
2018-03-17,,M,20~29,491
2018-03-17,,F,30~39,190
2018-03-17,,M,30~39,232
2018-03-17,,F,40~49,117
2018-03-17,,M,40~49,151
2018-03-17,,F,50~59,46
2018-03-17,,M,50~59,56
2018-03-17,,F,60~69,8
2018-03-17,,M,60~69,16
2018-03-17,,F,70~~,3
2018-03-17,,M,70~~,2
2018-03-17,20165,,,
2018-03-18,,F,~~19,24
2018-03-18,,M,~~19,27
2018-03-18,,F,20~29,332
2018-03-18,,M,20~29,280
2018-03-18,,F,30~39,142
2018-03-18,,M,30~39,148
2018-03-18,,F,40~49,85
2018-03-18,,M,40~49,116
2018-03-18,,F,50~59,23
2018-03-18,,M,50~59,36
2018-03-18,,F,60~69,2
2018-03-18,,M,60~69,12
2018-03-18,,F,70~~,3
2018-03-18,,M,70~~,3
2018-03-18,11740,,,
2018-03-19,,F,~~19,8
2018-03-19,,M,~~19,4
2018-03-19,,F,20~29,140
2018-03-19,,M,20~29,121
2018-03-19,,F,30~39,63
2018-03-19,,M,30~39,77
2018-03-19,,F,40~49,28
2018-03-19,,M,40~49,55
2018-03-19,,F,50~59,11
2018-03-19,,M,50~59,20
2018-03-19,,F,60~69,2
2018-03-19,,M,60~69,3
2018-03-19,,M,70~~,1
2018-03-19,10297,,,
2018-03-20,,F,~~19,6
2018-03-20,,M,~~19,9
2018-03-20,,F,20~29,143
2018-03-20,,M,20~29,108
2018-03-20,,F,30~39,47
2018-03-20,,M,30~39,88
2018-03-20,,F,40~49,36
2018-03-20,,M,40~49,69
2018-03-20,,F,50~59,13
2018-03-20,,M,50~59,30
2018-03-20,,F,60~69,3
2018-03-20,,M,60~69,10
2018-03-20,,M,70~~,1
2018-03-20,13205,,,
2018-03-21,,F,~~19,3
2018-03-21,,M,~~19,4
2018-03-21,,F,20~29,78
2018-03-21,,M,20~29,71
2018-03-21,,F,30~39,43
2018-03-21,,M,30~39,84
2018-03-21,,F,40~49,32
2018-03-21,,M,40~49,87
2018-03-21,,F,50~59,22
2018-03-21,,M,50~59,79
2018-03-21,,F,60~69,6
2018-03-21,,M,60~69,30
2018-03-21,,F,70~~,1
2018-03-21,,M,70~~,6
2018-03-21,8225,,,
2018-03-22,,F,~~19,11
2018-03-22,,M,~~19,9
2018-03-22,,F,20~29,205
2018-03-22,,M,20~29,169
2018-03-22,,F,30~39,97
2018-03-22,,M,30~39,109
2018-03-22,,F,40~49,37
2018-03-22,,M,40~49,73
2018-03-22,,F,50~59,24
2018-03-22,,M,50~59,50
2018-03-22,,F,60~69,3
2018-03-22,,M,60~69,16
2018-03-22,16420,,,
2018-03-23,,F,~~19,13
2018-03-23,,M,~~19,17
2018-03-23,,F,20~29,270
2018-03-23,,M,20~29,207
2018-03-23,,F,30~39,105
2018-03-23,,M,30~39,93
2018-03-23,,F,40~49,40
2018-03-23,,M,40~49,76
2018-03-23,,F,50~59,20
2018-03-23,,M,50~59,31
2018-03-23,,F,60~69,7
2018-03-23,,M,60~69,6
2018-03-23,,F,70~~,2
2018-03-23,,M,70~~,2
2018-03-23,17904,,,
2018-03-24,,F,~~19,28
2018-03-24,,M,~~19,24
2018-03-24,,F,20~29,336
2018-03-24,,M,20~29,298
2018-03-24,,F,30~39,120
2018-03-24,,M,30~39,138
2018-03-24,,F,40~49,49
2018-03-24,,M,40~49,80
2018-03-24,,F,50~59,25
2018-03-24,,M,50~59,30
2018-03-24,,F,60~69,6
2018-03-24,,M,60~69,9
2018-03-24,,M,70~~,1
2018-03-24,14914,,,
2018-03-25,,F,~~19,24
2018-03-25,,M,~~19,24
2018-03-25,,F,20~29,391
2018-03-25,,M,20~29,380
2018-03-25,,F,30~39,124
2018-03-25,,M,30~39,151
2018-03-25,,F,40~49,62
2018-03-25,,M,40~49,78
2018-03-25,,F,50~59,31
2018-03-25,,M,50~59,47
2018-03-25,,F,60~69,11
2018-03-25,,M,60~69,12
2018-03-25,,F,70~~,1
2018-03-25,,M,70~~,4
2018-03-25,13942,,,
2018-03-26,,F,~~19,14
2018-03-26,,M,~~19,15
2018-03-26,,F,20~29,199
2018-03-26,,M,20~29,186
2018-03-26,,F,30~39,70
2018-03-26,,M,30~39,118
2018-03-26,,F,40~49,29
2018-03-26,,M,40~49,64
2018-03-26,,F,50~59,19
2018-03-26,,M,50~59,29
2018-03-26,,F,60~69,4
2018-03-26,,M,60~69,8
2018-03-26,,F,70~~,2
2018-03-26,,M,70~~,1
2018-03-26,15505,,,
2018-03-27,,F,~~19,13
2018-03-27,,M,~~19,14
2018-03-27,,F,20~29,209
2018-03-27,,M,20~29,182
2018-03-27,,F,30~39,63
2018-03-27,,M,30~39,83
2018-03-27,,F,40~49,34
2018-03-27,,M,40~49,63
2018-03-27,,F,50~59,24
2018-03-27,,M,50~59,37
2018-03-27,,F,60~69,4
2018-03-27,,M,60~69,5
2018-03-27,,F,70~~,2
2018-03-27,,M,70~~,3
2018-03-27,17456,,,
2018-03-28,,F,~~19,10
2018-03-28,,M,~~19,11
2018-03-28,,F,20~29,307
2018-03-28,,M,20~29,238
2018-03-28,,F,30~39,95
2018-03-28,,M,30~39,102
2018-03-28,,F,40~49,45
2018-03-28,,M,40~49,71
2018-03-28,,F,50~59,15
2018-03-28,,M,50~59,53
2018-03-28,,F,60~69,6
2018-03-28,,M,60~69,12
2018-03-28,,F,70~~,3
2018-03-28,,M,70~~,3
2018-03-28,21232,,,
2018-03-29,,F,~~19,25
2018-03-29,,M,~~19,15
2018-03-29,,F,20~29,350
2018-03-29,,M,20~29,326
2018-03-29,,F,30~39,82
2018-03-29,,M,30~39,117
2018-03-29,,F,40~49,36
2018-03-29,,M,40~49,70
2018-03-29,,F,50~59,18
2018-03-29,,M,50~59,34
2018-03-29,,F,60~69,5
2018-03-29,,M,60~69,5
2018-03-29,,F,70~~,2
2018-03-29,,M,70~~,1
2018-03-29,21436,,,
2018-03-30,,F,~~19,35
2018-03-30,,M,~~19,34
2018-03-30,,F,20~29,528
2018-03-30,,M,20~29,412
2018-03-30,,F,30~39,134
2018-03-30,,M,30~39,182
2018-03-30,,F,40~49,49
2018-03-30,,M,40~49,102
2018-03-30,,F,50~59,29
2018-03-30,,M,50~59,30
2018-03-30,,F,60~69,4
2018-03-30,,M,60~69,10
2018-03-30,,F,70~~,2
2018-03-30,,M,70~~,3
2018-03-30,24411,,,
2018-03-31,,F,~~19,50
2018-03-31,,M,~~19,32
2018-03-31,,F,20~29,855
2018-03-31,,M,20~29,662
2018-03-31,,F,30~39,246
2018-03-31,,M,30~39,328
2018-03-31,,F,40~49,108
2018-03-31,,M,40~49,134
2018-03-31,,F,50~59,53
2018-03-31,,M,50~59,57
2018-03-31,,F,60~69,9
2018-03-31,,M,60~69,15
2018-03-31,,F,70~~,4
2018-03-31,,M,70~~,3
2018-03-31,25673,,,
2018-04-01,,F,~~19,48
2018-04-01,,M,~~19,44
2018-04-01,,F,20~29,706
2018-04-01,,M,20~29,619
2018-04-01,,F,30~39,234
2018-04-01,,M,30~39,285
2018-04-01,,F,40~49,110
2018-04-01,,M,40~49,144
2018-04-01,,F,50~59,45
2018-04-01,,M,50~59,63
2018-04-01,,F,60~69,4
2018-04-01,,M,60~69,15
2018-04-01,,F,70~~,3
2018-04-01,,M,70~~,4
2018-04-01,22994,,,
2018-04-02,,F,~~19,34
2018-04-02,,M,~~19,28
2018-04-02,,F,20~29,718
2018-04-02,,M,20~29,508
2018-04-02,,F,30~39,215
2018-04-02,,M,30~39,205
2018-04-02,,F,40~49,71
2018-04-02,,M,40~49,115
2018-04-02,,F,50~59,47
2018-04-02,,M,50~59,39
2018-04-02,,F,60~69,4
2018-04-02,,M,60~69,11
2018-04-02,,F,70~~,3
2018-04-02,,M,70~~,3
2018-04-02,28139,,,
2018-04-03,,F,~~19,33
2018-04-03,,M,~~19,19
2018-04-03,,F,20~29,534
2018-04-03,,M,20~29,366
2018-04-03,,F,30~39,171
2018-04-03,,M,30~39,198
2018-04-03,,F,40~49,56
2018-04-03,,M,40~49,100
2018-04-03,,F,50~59,38
2018-04-03,,M,50~59,46
2018-04-03,,F,60~69,7
2018-04-03,,M,60~69,5
2018-04-03,,F,70~~,3
2018-04-03,,M,70~~,3
2018-04-03,26817,,,
2018-04-04,,F,~~19,38
2018-04-04,,M,~~19,33
2018-04-04,,F,20~29,625
2018-04-04,,M,20~29,482
2018-04-04,,F,30~39,202
2018-04-04,,M,30~39,233
2018-04-04,,F,40~49,100
2018-04-04,,M,40~49,132
2018-04-04,,F,50~59,62
2018-04-04,,M,50~59,61
2018-04-04,,F,60~69,5
2018-04-04,,M,60~69,19
2018-04-04,,F,70~~,1
2018-04-04,,M,70~~,3
2018-04-04,26034,,,
2018-04-05,,F,~~19,8
2018-04-05,,M,~~19,6
2018-04-05,,F,20~29,99
2018-04-05,,M,20~29,78
2018-04-05,,F,30~39,70
2018-04-05,,M,30~39,62
2018-04-05,,F,40~49,27
2018-04-05,,M,40~49,51
2018-04-05,,F,50~59,16
2018-04-05,,M,50~59,35
2018-04-05,,F,60~69,1
2018-04-05,,M,60~69,7
2018-04-05,,F,70~~,1
2018-04-05,,M,70~~,3
2018-04-05,2833,,,
2018-04-06,,F,~~19,6
2018-04-06,,M,~~19,9
2018-04-06,,F,20~29,159
2018-04-06,,M,20~29,126
2018-04-06,,F,30~39,70
2018-04-06,,M,30~39,92
2018-04-06,,F,40~49,38
2018-04-06,,M,40~49,65
2018-04-06,,F,50~59,13
2018-04-06,,M,50~59,19
2018-04-06,,F,60~69,6
2018-04-06,,M,60~69,7
2018-04-06,,M,70~~,1
2018-04-06,13297,,,
2018-04-07,,F,~~19,19
2018-04-07,,M,~~19,25
2018-04-07,,F,20~29,255
2018-04-07,,M,20~29,232
2018-04-07,,F,30~39,90
2018-04-07,,M,30~39,134
2018-04-07,,F,40~49,60
2018-04-07,,M,40~49,66
2018-04-07,,F,50~59,26
2018-04-07,,M,50~59,26
2018-04-07,,F,60~69,8
2018-04-07,,M,60~69,5
2018-04-07,,F,70~~,1
2018-04-07,,M,70~~,2
2018-04-07,13088,,,
2018-04-08,,F,~~19,15
2018-04-08,,M,~~19,12
2018-04-08,,F,20~29,159
2018-04-08,,M,20~29,152
2018-04-08,,F,30~39,94
2018-04-08,,M,30~39,104
2018-04-08,,F,40~49,55
2018-04-08,,M,40~49,89
2018-04-08,,F,50~59,22
2018-04-08,,M,50~59,31
2018-04-08,,F,60~69,4
2018-04-08,,M,60~69,7
2018-04-08,,F,70~~,3
2018-04-08,7758,,,
2018-04-09,,F,~~19,23
2018-04-09,,M,~~19,19
2018-04-09,,F,20~29,442
2018-04-09,,M,20~29,359
2018-04-09,,F,30~39,129
2018-04-09,,M,30~39,189
2018-04-09,,F,40~49,68
2018-04-09,,M,40~49,99
2018-04-09,,F,50~59,30
2018-04-09,,M,50~59,36
2018-04-09,,F,60~69,5
2018-04-09,,M,60~69,6
2018-04-09,,F,70~~,3
2018-04-09,,M,70~~,3
2018-04-09,23925,,,
2018-04-10,,F,~~19,13
2018-04-10,,M,~~19,11
2018-04-10,,F,20~29,346
2018-04-10,,M,20~29,254
2018-04-10,,F,30~39,137
2018-04-10,,M,30~39,166
2018-04-10,,F,40~49,58
2018-04-10,,M,40~49,72
2018-04-10,,F,50~59,31
2018-04-10,,M,50~59,44
2018-04-10,,F,60~69,2
2018-04-10,,M,60~69,9
2018-04-10,,F,70~~,2
2018-04-10,,M,70~~,4
2018-04-10,20423,,,
2018-04-11,,F,~~19,19
2018-04-11,,M,~~19,12
2018-04-11,,F,20~29,324
2018-04-11,,M,20~29,303
2018-04-11,,F,30~39,115
2018-04-11,,M,30~39,148
2018-04-11,,F,40~49,43
2018-04-11,,M,40~49,97
2018-04-11,,F,50~59,22
2018-04-11,,M,50~59,51
2018-04-11,,F,60~69,10
2018-04-11,,M,60~69,8
2018-04-11,,F,70~~,3
2018-04-11,,M,70~~,3
2018-04-11,25557,,,
2018-04-12,,F,~~19,34
2018-04-12,,M,~~19,24
2018-04-12,,F,20~29,523
2018-04-12,,M,20~29,390
2018-04-12,,F,30~39,173
2018-04-12,,M,30~39,190
2018-04-12,,F,40~49,71
2018-04-12,,M,40~49,111
2018-04-12,,F,50~59,29
2018-04-12,,M,50~59,53
2018-04-12,,F,60~69,2
2018-04-12,,M,60~69,11
2018-04-12,,F,70~~,2
2018-04-12,28885,,,
2018-04-13,,F,~~19,27
2018-04-13,,M,~~19,25
2018-04-13,,F,20~29,476
2018-04-13,,M,20~29,388
2018-04-13,,F,30~39,149
2018-04-13,,M,30~39,216
2018-04-13,,F,40~49,67
2018-04-13,,M,40~49,97
2018-04-13,,F,50~59,20
2018-04-13,,M,50~59,42
2018-04-13,,F,60~69,4
2018-04-13,,M,60~69,9
2018-04-13,,F,70~~,2
2018-04-13,,M,70~~,2
2018-04-13,29497,,,
2018-04-14,,F,~~19,8
2018-04-14,,M,~~19,21
2018-04-14,,F,20~29,162
2018-04-14,,M,20~29,155
2018-04-14,,F,30~39,52
2018-04-14,,M,30~39,83
2018-04-14,,F,40~49,39
2018-04-14,,M,40~49,72
2018-04-14,,F,50~59,24
2018-04-14,,M,50~59,24
2018-04-14,,F,60~69,4
2018-04-14,,M,60~69,10
2018-04-14,,F,70~~,1
2018-04-14,,M,70~~,1
2018-04-14,8216,,,
2018-04-15,,F,~~19,26
2018-04-15,,M,~~19,24
2018-04-15,,F,20~29,452
2018-04-15,,M,20~29,345
2018-04-15,,F,30~39,176
2018-04-15,,M,30~39,195
2018-04-15,,F,40~49,79
2018-04-15,,M,40~49,115
2018-04-15,,F,50~59,43
2018-04-15,,M,50~59,44
2018-04-15,,F,60~69,6
2018-04-15,,M,60~69,9
2018-04-15,,F,70~~,2
2018-04-15,12721,,,
2018-04-16,,F,~~19,29
2018-04-16,,M,~~19,10
2018-04-16,,F,20~29,457
2018-04-16,,M,20~29,330
2018-04-16,,F,30~39,208
2018-04-16,,M,30~39,228
2018-04-16,,F,40~49,91
2018-04-16,,M,40~49,119
2018-04-16,,F,50~59,35
2018-04-16,,M,50~59,45
2018-04-16,,F,60~69,5
2018-04-16,,M,60~69,11
2018-04-16,,F,70~~,2
2018-04-16,,M,70~~,3
2018-04-16,29589,,,
2018-04-17,,F,~~19,13
2018-04-17,,M,~~19,19
2018-04-17,,F,20~29,460
2018-04-17,,M,20~29,350
2018-04-17,,F,30~39,178
2018-04-17,,M,30~39,203
2018-04-17,,F,40~49,61
2018-04-17,,M,40~49,110
2018-04-17,,F,50~59,48
2018-04-17,,M,50~59,35
2018-04-17,,F,60~69,4
2018-04-17,,M,60~69,11
2018-04-17,,F,70~~,2
2018-04-17,28236,,,
2018-04-18,,F,~~19,26
2018-04-18,,M,~~19,19
2018-04-18,,F,20~29,469
2018-04-18,,M,20~29,311
2018-04-18,,F,30~39,192
2018-04-18,,M,30~39,198
2018-04-18,,F,40~49,90
2018-04-18,,M,40~49,129
2018-04-18,,F,50~59,60
2018-04-18,,M,50~59,82
2018-04-18,,F,60~69,9
